Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b  ?a  /location/hud_county_place/county  ?h   => ?a  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b	0.03125	1	1	6	6	6	-1
?h  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b	0.015625	0.025423729	1	3	118	3	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/educational_institution/school_type  ?b   => ?a  /education/educational_institution/school_type  ?b	0.712912088	1	1	519	519	519	-1
?g  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b	0.713541667	1	1	137	137	137	-1
?g  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b  ?g  /location/hud_county_place/county  ?a   => ?a  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b	0.03125	0.057692308	1	6	104	6	-1
?g  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed  ?b	0.015625	1	1	3	3	3	-1
?g  /education/educational_institution/school_type  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution/school_type  ?b	0.690934066	1	1	503	503	503	-1
?g  /film/film/prequel  ?b  ?a  /media_common/netflix_genre/titles  ?g   => ?a  /media_common/netflix_genre/titles  ?b	0.03257207	0.564935065	0.701612903	87	154	124	-2
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.568627451	0.776785714	0.896907216	87	112	97	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?b   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.117647059	0.75	0.947368421	18	24	19	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.137254902	0.75	0.913043478	21	28	23	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.156862745	0.888888889	0.923076923	24	27	26	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.568627451	0.790909091	0.896907216	87	110	97	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.137254902	0.807692308	0.913043478	21	26	23	-1
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a  ?b  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.117647059	0.75	1	18	24	18	-1
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?a  /people/person/spouse_s./people/marriage/spouse  ?b   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.045751634	0.388888889	0.7	7	18	10	-1
?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b	0.026143791	0.222222222	0.8	4	18	5	-1
?b  /location/hud_county_place/county  ?h  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.011737089	1	1	10	10	10	-1
?b  /location/hud_county_place/place  ?h  ?h  /location/location/contains  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.169014085	0.692307692	0.98630137	144	208	146	-1
?b  /location/hud_county_place/place  ?h  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.382629108	1	1	326	326	326	-1
?h  /location/hud_county_place/place  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.382629108	1	1	326	326	326	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.397887324	1	1	339	339	339	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.388497653	1	1	331	331	331	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.011737089	0.833333333	1	10	12	10	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.011737089	0.833333333	1	10	12	10	-1
?g  /location/hud_county_place/place  ?b  ?g  /location/location/contains  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.169014085	0.692307692	0.98630137	144	208	146	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.388497653	1	1	331	331	331	-1
?g  /education/educational_institution/campuses  ?a  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?b	0.397887324	1	1	339	339	339	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?h   => ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b	0.018218623	0.6	1	9	15	9	-2
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b   => ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b	0.012145749	1	1	6	6	6	-2
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b   => ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b	0.012145749	1	1	6	6	6	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?g   => ?a  /education/educational_degree/people_with_this_degree./education/education/major_field_of_study  ?b	0.018218623	0.230769231	1	9	39	9	-2
?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b  ?b  /tv/tv_program/program_creator  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.010036642	0.63	0.768292683	63	100	82	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?b  /film/film/written_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.029472678	0.787234043	0.804347826	185	235	230	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?b  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.03504859	0.869565217	0.924369748	220	253	238	-1
?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.010992512	0.644859813	0.726315789	69	107	95	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.014497371	0.8125	0.858490566	91	112	106	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.019276725	0.796052632	0.852112676	121	152	142	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /film/actor/film./film/performance/film  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.122829377	0.800623053	0.82459893	771	963	935	-1
?b  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/hud_county_place/place  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.08	0.75	1	24	32	24	-1
?b  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.01	0.3	1	3	10	3	-1
?b  /base/aareas/schema/administrative_area/capital  ?h  ?a  /location/hud_county_place/place  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.08	0.75	1	24	32	24	-1
?b  /base/aareas/schema/administrative_area/capital  ?h  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.01	0.272727273	1	3	11	3	-1
?h  /base/biblioness/bibs_location/state  ?b  ?a  /location/hud_county_place/place  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.58	1	1	174	174	174	-1
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /location/hud_county_place/county  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.023333333	0.411764706	1	7	17	7	-1
?a  /location/location/contains  ?h  ?h  /organization/organization/headquarters./location/mailing_address/state_province_region  ?b   => ?a  /base/biblioness/bibs_location/state  ?b	0.316666667	0.225118483	0.989583333	95	422	96	-1
?h  /base/biblioness/bibs_location/state  ?b  ?a  /location/location/contains  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.023333333	0.025454545	1	7	275	7	-1
?h  /base/biblioness/bibs_location/state  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.05	0.241935484	0.882352941	15	62	17	-1
?h  /base/biblioness/bibs_location/state  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.016666667	0.067567568	1	5	74	5	-1
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.01	0.6	1	3	5	3	-1
?g  /base/biblioness/bibs_location/state  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.58	1	1	174	174	174	-1
?g  /base/biblioness/bibs_location/state  ?b  ?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.053333333	0.253968254	0.888888889	16	63	18	-1
?g  /base/biblioness/bibs_location/state  ?b  ?g  /location/location/contains  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.043333333	0.049808429	1	13	261	13	-1
?g  /base/biblioness/bibs_location/state  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.016666667	0.833333333	1	5	6	5	-1
?g  /base/biblioness/bibs_location/state  ?b  ?g  /location/hud_county_place/county  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.03	0.1	1	9	90	9	-1
?b  /location/location/contains  ?h  ?h  /location/us_county/county_seat  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.2	0.303030303	0.731707317	60	198	82	-1
?g  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.026666667	0.533333333	1	8	15	8	-1
?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?b   => ?a  /base/biblioness/bibs_location/state  ?b	0.393333333	0.424460432	0.874074074	118	278	135	-1
?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?b  ?g  /organization/organization/place_founded  ?a   => ?a  /base/biblioness/bibs_location/state  ?b	0.056666667	0.361702128	0.708333333	17	47	24	-1
?h  /base/biblioness/bibs_location/state  ?b  ?a  /location/hud_county_place/county  ?h   => ?a  /base/biblioness/bibs_location/state  ?b	0.03	0.5625	1	9	16	9	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.722727273	0.444134078	0.981481481	159	358	162	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.713636364	0.444759207	0.97515528	157	353	161	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.568181818	0.325520833	0.968992248	125	384	129	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.1875	0.906976744	39	208	43	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.754545455	0.628787879	0.954022989	166	264	174	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.559090909	0.637305699	0.9609375	123	193	128	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.554545455	0.685393258	1	122	178	122	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.55	0.6875	1	121	176	121	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.013636364	0.010344828	0.75	3	290	4	-1
?a  /location/location/contains  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.204545455	0.157894737	0.849056604	45	285	53	-1
?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.164556962	0.8125	39	237	48	-1
?a  /location/location/contains  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.163636364	0.418604651	1	36	86	36	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.139072848	0.736842105	42	302	57	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.113636364	0.324675325	1	25	77	25	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.104545455	0.328571429	1	23	70	23	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.109090909	0.315789474	1	24	76	24	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.195454545	0.078039927	0.914893617	43	551	47	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.195454545	0.080524345	0.914893617	43	534	47	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.077348066	0.913043478	42	543	46	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.2	0.122905028	0.956521739	44	358	46	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.12244898	0.954545455	42	343	44	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.13592233	0.954545455	42	309	44	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.05	0.03654485	0.846153846	11	301	13	-1
?a  /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer  ?h  ?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.1	0.34375	1	22	64	22	-1
?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.213636364	0.854545455	1	47	55	47	-1
?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.222727273	0.844827586	1	49	58	49	-1
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.209090909	0.821428571	1	46	56	46	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.875	1	42	48	42	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.022727273	1	1	5	5	5	-1
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.15	0.540983607	1	33	61	33	-1
?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.15	0.55	1	33	60	33	-1
?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.145454545	0.581818182	1	32	55	32	-1
?a  /location/administrative_division/first_level_division_of  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.364485981	0.951219512	39	107	41	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.131818182	0.50877193	1	29	57	29	-1
?a  /location/administrative_division/first_level_division_of  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.314516129	0.951219512	39	124	41	-1
?a  /location/administrative_division/first_level_division_of  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.172727273	0.351851852	0.95	38	108	40	-1
?h  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film_subject/films  ?h   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.013636364	0.023255814	1	3	129	3	-1
?g  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.036363636	0.186046512	0.8	8	43	10	-1
?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.464285714	0.928571429	39	84	42	-1
?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.168181818	0.536231884	0.973684211	37	69	38	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/featured_film_locations  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.118181818	0.133333333	0.928571429	26	195	28	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/runtime./film/film_cut/film_release_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.081818182	0.692307692	0.782608696	18	26	23	-1
?g  /film/film/distributors./film/film_film_distributor_relationship/region  ?a  ?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.031818182	0.5	0.875	7	14	8	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?a  ?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.136363636	0.681818182	0.882352941	30	44	34	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.127272727	0.848484848	1	28	33	28	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.013636364	0.04	1	3	75	3	-1
?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.195454545	0.826923077	1	43	52	43	-1
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.740909091	0.624521073	0.947674419	163	261	172	-1
?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.131818182	0.491525424	1	29	59	29	-1
