Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.122727273	0.710526316	1	27	38	27	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.131818182	0.763157895	1	29	38	29	-1
?g  /base/biblioness/bibs_location/state  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.054545455	0.923076923	1	12	13	12	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /sports/sports_team/sport  ?b   => ?a  /sports/sports_team/sport  ?b	0.063829787	0.9	1	27	30	27	-1
?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?b	0.028455285	1	1	7	7	7	-1
?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?b	0.028455285	1	1	7	7	7	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?b  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.03504859	0.869565217	0.924369748	220	253	238	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?b  /film/film/written_by  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.029472678	0.787234043	0.804347826	185	235	230	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.019276725	0.796052632	0.852112676	121	152	142	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.014497371	0.8125	0.858490566	91	112	106	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?a  /film/actor/film./film/performance/film  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b	0.122829377	0.800623053	0.82459893	771	963	935	-1
?a  /film/film/edited_by  ?h  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /film/film/produced_by  ?b	0.011673152	0.9375	0.9375	15	16	16	-1
?a  /film/film/edited_by  ?h  ?h  /people/person/sibling_s./people/sibling_relationship/sibling  ?b   => ?a  /film/film/produced_by  ?b	0.011673152	0.9375	0.9375	15	16	16	-1
?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/spouse  ?b	0.070257611	0.810810811	0.967741935	30	37	31	-1
?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/spouse  ?b	0.030444965	0.722222222	1	13	18	13	-1
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/spouse  ?b	0.074941452	0.941176471	0.96969697	32	34	33	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/spouse  ?b	0.070257611	0.833333333	0.967741935	30	36	31	-1
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/spouse  ?b	0.035128806	0.9375	1	15	16	15	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film/production_companies  ?h   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.119834711	0.710784314	0.993150685	145	204	146	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.079338843	0.738461538	0.95049505	96	130	101	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.042975207	0.838709677	0.981132075	52	62	53	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.041322314	0.862068966	1	50	58	50	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.030578512	0.860465116	1	37	43	37	-1
?a  /film/film/featured_film_locations  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.015702479	0.76	1	19	25	19	-1
?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film/produced_by  ?h   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.144628099	0.751072961	0.994318182	175	233	176	-1
?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film/written_by  ?h   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.074380165	0.762711864	0.989010989	90	118	91	-1
?h  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film/story_by  ?h   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.03553719	0.781818182	1	43	55	43	-1
?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?h  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.132231405	0.747663551	0.99378882	160	214	161	-1
?a  /film/film/distributors./film/film_film_distributor_relationship/region  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.074380165	0.703125	0.97826087	90	128	92	-1
?h  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?a  /film/film/prequel  ?h   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.079338843	0.727272727	1	96	132	96	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/prequel  ?a   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.079338843	0.8	1	96	120	96	-1
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.133884298	0.76056338	0.993865031	162	213	163	-1
?g  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.079338843	0.71641791	0.979591837	96	134	98	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.021487603	0.764705882	1	26	34	26	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /film/director/film  ?a   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.115702479	0.8	1	140	175	140	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.021487603	0.764705882	1	26	34	26	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /people/profession/specialization_of  ?h   => ?a  /people/profession/specialization_of  ?b	0.058823529	0.857142857	0.857142857	6	7	7	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /people/profession/specialization_of  ?b   => ?a  /people/profession/specialization_of  ?b	0.019607843	1	1	2	2	2	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /film/actor/film./film/performance/film  ?a   => ?a  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b	0.519834711	0.70122631	0.978227061	629	897	643	-1
?g  /location/administrative_division/country  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.013157895	0.769230769	0.833333333	10	13	12	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b   => ?a  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?b	0.053947368	0.773584906	1	41	53	41	-1
?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.153508772	0.813953488	1	70	86	70	-1
?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.153508772	0.823529412	1	70	85	70	-1
?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.151315789	0.831325301	1	69	83	69	-1
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	0.888888889	1	8	9	8	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.730263158	1	1	333	333	333	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.839506173	1	68	81	68	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.138157895	0.797468354	1	63	79	63	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.438596491	0.778210117	0.995024876	200	257	201	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.13377193	0.847222222	1	61	72	61	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.535087719	0.701149425	0.991869919	244	348	246	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.094298246	0.754385965	0.955555556	43	57	45	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.019736842	1	1	9	9	9	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	1	1	8	8	8	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.015350877	1	1	7	7	7	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.743421053	1	1	339	339	339	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.432017544	0.775590551	0.994949495	197	254	198	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.546052632	0.711428571	0.992031873	249	350	251	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.85	1	68	80	68	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.835443038	1	66	79	66	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.868421053	1	66	76	66	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.714285714	1	5	7	5	-1
?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/child./organization/organization_relationship/child  ?h   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.010964912	0.833333333	1	5	6	5	-1
?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.860759494	1	68	79	68	-1
?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.14254386	0.833333333	1	65	78	65	-1
?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.85	1	68	80	68	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.743421053	1	1	339	339	339	-1
?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.028508772	0.764705882	1	13	17	13	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.019736842	0.818181818	1	9	11	9	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.438596491	0.778210117	0.995024876	200	257	201	-1
?g  /education/educational_institution/campuses  ?a  ?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.730263158	1	1	333	333	333	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.015350877	0.875	1	7	8	7	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.432017544	0.775590551	0.994949495	197	254	198	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.839506173	1	68	81	68	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.149122807	0.85	1	68	80	68	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.868421053	1	66	76	66	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.546052632	0.711428571	0.992031873	249	350	251	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.01754386	0.8	1	8	10	8	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.13377193	0.847222222	1	61	72	61	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.535087719	0.701149425	0.991869919	244	348	246	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.144736842	0.835443038	1	66	79	66	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.138157895	0.797468354	1	63	79	63	-1
?a  /location/hud_county_place/place  ?b  ?b  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?b  /location/hud_county_place/place  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?b  /location/hud_county_place/county  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.055248619	1	1	10	10	10	-1
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/hud_county_place/county  ?a   => ?a  /location/us_county/county_seat  ?b	0.458563536	0.798076923	1	83	104	83	-1
?b  /location/hud_county_place/county  ?h  ?a  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.066298343	1	1	12	12	12	-1
?b  /location/hud_county_place/place  ?h  ?h  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?b  /location/hud_county_place/place  ?h  ?a  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.718232044	1	1	130	130	130	-1
?h  /location/us_county/county_seat  ?a  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.110497238	0.952380952	0.952380952	20	21	21	-1
?a  /location/hud_county_place/county  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.833333333	1	10	12	10	-1
?h  /location/hud_county_place/place  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.718232044	1	1	130	130	130	-1
?h  /location/us_county/county_seat  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /location/us_county/county_seat  ?b	0.116022099	1	1	21	21	21	-1
?a  /location/hud_county_place/place  ?g  ?g  /location/us_county/county_seat  ?b   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?g  /location/hud_county_place/county  ?a  ?g  /location/us_county/county_seat  ?b   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?g  /location/hud_county_place/place  ?a  ?g  /location/us_county/county_seat  ?b   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?g  /location/hud_county_place/place  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.060773481	1	1	11	11	11	-1
?g  /location/hud_county_place/county  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.909090909	0.909090909	10	11	11	-1
?g  /location/administrative_division/country  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.014285714	0.777777778	0.875	7	9	8	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /olympics/olympic_games/participating_countries  ?g   => ?a  /olympics/olympic_games/participating_countries  ?b	0.034693878	0.772727273	1	17	22	17	-2
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?a  /film/film/production_companies  ?h   => ?a  /film/film/language  ?b	0.03307393	0.739130435	0.817307692	85	115	104	-1
?a  /film/film/music  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.025680934	0.75	0.846153846	66	88	78	-1
?a  /film/film/produced_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.03229572	0.72173913	0.882978723	83	115	94	-1
?a  /film/film/executive_produced_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.021400778	0.743243243	0.808823529	55	74	68	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film  ?a   => ?a  /film/film/language  ?b	0.06614786	0.801886792	0.923913043	170	212	184	-1
?g  /location/country/official_language  ?b  ?g  /media_common/netflix_genre/titles  ?a   => ?a  /film/film/language  ?b	0.059922179	0.719626168	0.806282723	154	214	191	-1
?g  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b  ?g  /film/actor/film./film/performance/film  ?a   => ?a  /film/film/language  ?b	0.118677043	0.822102426	0.935582822	305	371	326	-1
?b  /location/hud_county_place/county  ?h  ?a  /music/artist/origin  ?h   => ?a  /music/artist/origin  ?b	0.016304348	0.818181818	0.818181818	9	11	11	-1
?b  /location/hud_county_place/place  ?h  ?a  /music/artist/origin  ?h   => ?a  /music/artist/origin  ?b	0.375	1	1	207	207	207	-1
?h  /location/hud_county_place/place  ?b  ?a  /music/artist/origin  ?h   => ?a  /music/artist/origin  ?b	0.375	1	1	207	207	207	-1
?h  /location/us_county/county_seat  ?b  ?a  /music/artist/origin  ?h   => ?a  /music/artist/origin  ?b	0.025362319	1	1	14	14	14	-1
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.275167785	0.732142857	1	41	56	41	-1
?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.255033557	0.745098039	1	38	51	38	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.026845638	1	1	4	4	4	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.060402685	0.75	0.818181818	9	12	11	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/runtime./film/film_cut/film_release_region  ?a   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.127516779	0.730769231	0.826086957	19	26	23	-1
?g  /film/film/distributors./film/film_film_distributor_relationship/region  ?a  ?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.067114094	0.714285714	0.909090909	10	14	11	-1
